id,user,uid,version,changeset,timestamp
5633184,TheDutchMan13,1330847,15,49088626,2017-05-30T01:00:49Z
5633185,balrog-kun,20587,3,4309152,2010-04-03T01:31:59Z
5633186,TheDutchMan13,1330847,10,49088626,2017-05-30T01:00:50Z
5633192,TheDutchMan13,1330847,4,49092404,2017-05-30T05:45:57Z
5633210,TheDutchMan13,1330847,6,49094523,2017-05-30T07:17:44Z
5633214,TheDutchMan13,1330847,4,49094523,2017-05-30T07:17:44Z
5633334,TheDutchMan13,1330847,15,49091589,2017-05-30T04:58:04Z
5633344,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:05Z
5633347,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:05Z
5633349,TheDutchMan13,1330847,7,49091589,2017-05-30T04:58:05Z
5633351,TheDutchMan13,1330847,8,49091589,2017-05-30T04:58:05Z
5633353,TheDutchMan13,1330847,8,49089784,2017-05-30T02:40:07Z
5633363,TheDutchMan13,1330847,9,49089784,2017-05-30T02:40:07Z
5633366,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:08Z
5633372,TheDutchMan13,1330847,9,49094523,2017-05-30T07:17:45Z
5633373,TheDutchMan13,1330847,4,49094523,2017-05-30T07:17:45Z
5633377,TheDutchMan13,1330847,6,49094523,2017-05-30T07:17:45Z
5633380,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:08Z
5633392,TheDutchMan13,1330847,6,49092404,2017-05-30T05:45:58Z
5633397,inah_telenav,5188736,9,51844833,2017-09-08T13:06:14Z
5633400,TheDutchMan13,1330847,7,49092404,2017-05-30T05:45:59Z
5633403,kookiemonster,709614,4,12126407,2012-07-06T04:44:33Z
5633490,TheDutchMan13,1330847,5,49094523,2017-05-30T07:17:45Z
5633503,TheDutchMan13,1330847,8,49088626,2017-05-30T01:00:50Z
5633505,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:50Z
5633507,TheDutchMan13,1330847,4,49088626,2017-05-30T01:00:51Z
5633514,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:00Z
5633532,Bike Mapper,74705,9,19667757,2013-12-27T19:44:52Z
5633543,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:00Z
5633549,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:00Z
5633580,kookiemonster,709614,9,14420744,2012-12-27T02:47:14Z
5633582,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:01Z
5633583,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:01Z
5633630,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:05Z
5633631,TheDutchMan13,1330847,7,49091589,2017-05-30T04:58:06Z
5633643,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:06Z
5633669,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:51Z
5633675,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:51Z
5633682,TheDutchMan13,1330847,4,25885777,2014-10-05T21:34:20Z
5633710,TheDutchMan13,1330847,6,49088626,2017-05-30T01:00:52Z
5633713,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:12Z
5633717,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:02Z
5633719,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:03Z
5633724,TheDutchMan13,1330847,9,49092404,2017-05-30T05:46:03Z
5633787,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:06Z
5633808,TheDutchMan13,1330847,7,49092404,2017-05-30T05:46:04Z
5633809,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:04Z
5633811,inah_telenav,5188736,9,51617575,2017-08-31T14:33:30Z
5633812,inah_telenav,5188736,7,51617575,2017-08-31T14:33:30Z
5633848,TheDutchMan13,1330847,12,49089784,2017-05-30T02:40:12Z
5633852,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:13Z
5633854,TheDutchMan13,1330847,8,49094523,2017-05-30T07:17:47Z
5633860,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:13Z
5633869,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:14Z
5633873,TheDutchMan13,1330847,10,49089784,2017-05-30T02:40:15Z
5633874,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:15Z
5633876,TheDutchMan13,1330847,11,49094523,2017-05-30T07:17:47Z
5633878,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:15Z
5633879,TheDutchMan13,1330847,3,49089784,2017-05-30T02:40:15Z
5633883,TheDutchMan13,1330847,8,49089784,2017-05-30T02:40:16Z
5633896,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:04Z
5633897,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:04Z
5633898,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:05Z
5633899,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:05Z
5633900,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:05Z
5633901,Dr Kludge,292665,4,34116401,2015-09-19T07:55:23Z
5633902,Dr Kludge,292665,7,34116401,2015-09-19T07:55:23Z
5633926,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:16Z
5633927,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:16Z
5633929,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:16Z
5633932,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:07Z
5633937,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:05Z
5633939,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:05Z
5633940,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:05Z
5633947,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:06Z
5634056,poornibadrinath,1597155,13,39600252,2016-05-27T10:15:01Z
5634059,TheDutchMan13,1330847,12,49092404,2017-05-30T05:46:07Z
5634061,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:07Z
5634139,TheDutchMan13,1330847,6,49088626,2017-05-30T01:00:54Z
5634140,TheDutchMan13,1330847,6,49088626,2017-05-30T01:00:54Z
5634141,TheDutchMan13,1330847,6,49088626,2017-05-30T01:00:54Z
5634142,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:55Z
5634144,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:55Z
5634145,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:07Z
5634146,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:55Z
5634147,TheDutchMan13,1330847,4,49088626,2017-05-30T01:00:55Z
5634148,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:07Z
5634149,TheDutchMan13,1330847,5,49094523,2017-05-30T07:17:47Z
5634150,TheDutchMan13,1330847,9,49092404,2017-05-30T05:46:08Z
5634151,TheDutchMan13,1330847,7,49092404,2017-05-30T05:46:08Z
5634157,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:08Z
5634160,TheDutchMan13,1330847,3,33810708,2015-09-05T08:57:21Z
5634210,TheDutchMan13,1330847,4,49091589,2017-05-30T04:58:08Z
5634212,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:08Z
5634295,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:08Z
5634296,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:16Z
5634300,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:58Z
5634301,TheDutchMan13,1330847,5,49088626,2017-05-30T01:00:58Z
5634351,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:08Z
5634380,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:09Z
5634381,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:09Z
5634382,Dr Kludge,292665,5,35501922,2015-11-22T04:23:21Z
5634383,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:09Z
5634384,inah_telenav,5188736,12,51812856,2017-09-07T13:38:32Z
5634388,Leif Lodahl,125657,43,49274860,2017-06-05T15:33:27Z
5634402,TheDutchMan13,1330847,17,49092404,2017-05-30T05:46:09Z
5634522,TheDutchMan13,1330847,6,49088626,2017-05-30T01:00:58Z
5634527,TheDutchMan13,1330847,8,49088626,2017-05-30T01:00:58Z
5634534,TheDutchMan13,1330847,4,49088626,2017-05-30T01:00:58Z
5634536,TheDutchMan13,1330847,6,49088626,2017-05-30T01:00:59Z
5634541,TheDutchMan13,1330847,7,49088626,2017-05-30T01:00:59Z
5634542,Dr Kludge,292665,4,11159150,2012-03-30T19:29:12Z
5634545,Dr Kludge,292665,4,11159150,2012-03-30T19:29:12Z
5634547,Dr Kludge,292665,4,11159150,2012-03-30T19:29:12Z
5634589,kookiemonster,709614,5,12359332,2012-07-20T03:23:40Z
5634742,gabis_telenav,2929338,8,33564990,2015-08-25T08:57:51Z
5634743,abel801,2377377,6,32993392,2015-07-30T21:03:38Z
5634744,TheDutchMan13,1330847,4,27644912,2014-12-23T07:25:53Z
5634746,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:11Z
5634846,TheDutchMan13,1330847,7,49088626,2017-05-30T01:00:59Z
5634847,TheDutchMan13,1330847,6,49094523,2017-05-30T07:17:50Z
5634848,TheDutchMan13,1330847,6,49094523,2017-05-30T07:17:50Z
5634877,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:12Z
5634884,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:12Z
5634885,TheDutchMan13,1330847,7,49092404,2017-05-30T05:46:12Z
5634886,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:12Z
5634900,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:13Z
5634902,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:13Z
5634913,TheDutchMan13,1330847,5,49094523,2017-05-30T07:17:50Z
5634919,inah_telenav,5188736,11,51737600,2017-09-05T06:22:27Z
5634921,TheDutchMan13,1330847,4,49094523,2017-05-30T07:17:51Z
5635059,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:19Z
5635063,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:19Z
5635065,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:19Z
5635067,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:13Z
5635068,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:13Z
5635070,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:13Z
5635071,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:13Z
5635072,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:14Z
5635074,TheDutchMan13,1330847,3,49094523,2017-05-30T07:17:52Z
5635075,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:14Z
5635118,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:14Z
5635119,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:01Z
5635120,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:14Z
5635121,kookiemonster,709614,5,12580931,2012-08-02T03:16:05Z
5635179,Dr Kludge,292665,7,50975699,2017-08-09T14:48:14Z
5635185,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:20Z
5635187,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:20Z
5635188,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:20Z
5635191,TheDutchMan13,1330847,18,49094523,2017-05-30T07:17:52Z
5635192,TheDutchMan13,1330847,5,49094523,2017-05-30T07:17:52Z
5635193,TheDutchMan13,1330847,6,49094523,2017-05-30T07:17:53Z
5635238,TheDutchMan13,1330847,33,49092404,2017-05-30T05:46:14Z
5635298,TheDutchMan13,1330847,6,26704173,2014-11-11T06:59:13Z
5635299,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:14Z
5635300,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:14Z
5635302,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:22Z
5635336,Юкатан,3885962,38,50992503,2017-08-10T07:47:00Z
5635353,TheDutchMan13,1330847,8,49092404,2017-05-30T05:46:15Z
5635404,Dr Kludge,292665,5,51753506,2017-09-05T14:56:05Z
5635409,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:03Z
5635411,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:04Z
5635412,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:16Z
5635413,TheDutchMan13,1330847,7,49092404,2017-05-30T05:46:16Z
5635414,TheDutchMan13,1330847,4,49094523,2017-05-30T07:17:53Z
5635416,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:16Z
5635419,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:04Z
5635437,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:18Z
5635438,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:18Z
5635439,balrog-kun,20587,4,4309152,2010-04-03T01:37:18Z
5635482,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:16Z
5635497,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:16Z
5635499,horndude77,129271,3,8452996,2011-06-16T06:18:05Z
5635500,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:17Z
5635510,TheDutchMan13,1330847,5,35940295,2015-12-14T08:55:09Z
5635535,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:05Z
5635537,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:05Z
5635576,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:06Z
5635578,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:06Z
5635598,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:22Z
5635600,TheDutchMan13,1330847,9,49089784,2017-05-30T02:40:22Z
5635604,TheDutchMan13,1330847,10,49089784,2017-05-30T02:40:22Z
5635663,TheDutchMan13,1330847,18,49089784,2017-05-30T02:40:22Z
5635664,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:23Z
5635745,TheDutchMan13,1330847,9,49092404,2017-05-30T05:46:20Z
5635752,TheDutchMan13,1330847,7,49092404,2017-05-30T05:46:20Z
5635759,TheDutchMan13,1330847,9,49092404,2017-05-30T05:46:21Z
5635764,TheDutchMan13,1330847,6,49094523,2017-05-30T07:17:53Z
5635829,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:20Z
5635868,Dr Kludge,292665,15,45362820,2017-01-22T03:54:06Z
5635870,TheDutchMan13,1330847,12,49092404,2017-05-30T05:46:22Z
5635871,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:20Z
5635963,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:23Z
5635974,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:23Z
5636043,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:22Z
5636083,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:24Z
5636208,Dr Kludge,292665,16,45811624,2017-02-04T18:03:43Z
5636213,TheDutchMan13,1330847,12,49092404,2017-05-30T05:46:25Z
5636226,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:25Z
5636260,TheDutchMan13,1330847,4,49089784,2017-05-30T02:40:24Z
5636263,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:24Z
5636265,DesertNavigator,1821477,4,20194070,2014-01-25T14:22:44Z
5636266,TheDutchMan13,1330847,4,49089784,2017-05-30T02:40:25Z
5636268,TheDutchMan13,1330847,7,49094523,2017-05-30T07:17:56Z
5636269,TheDutchMan13,1330847,4,49094523,2017-05-30T07:17:56Z
5636270,TheDutchMan13,1330847,4,49089784,2017-05-30T02:40:25Z
5636273,TheDutchMan13,1330847,4,49089784,2017-05-30T02:40:25Z
5636275,TheDutchMan13,1330847,4,49089784,2017-05-30T02:40:25Z
5636277,TheDutchMan13,1330847,12,49094523,2017-05-30T07:17:56Z
5636282,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:26Z
5636284,inah_telenav,5188736,6,51617575,2017-08-31T14:33:31Z
5636309,TheDutchMan13,1330847,18,49092404,2017-05-30T05:46:25Z
5636310,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:26Z
5636339,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:25Z
5636347,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:26Z
5636392,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:27Z
5636397,TheDutchMan13,1330847,7,49092404,2017-05-30T05:46:27Z
5636437,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:27Z
5636461,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:07Z
5636462,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:08Z
5636463,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:08Z
5636464,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:29Z
5636586,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:28Z
5636604,inah_telenav,5188736,9,51617575,2017-08-31T14:33:31Z
5636614,Юкатан,3885962,11,51271178,2017-08-20T08:06:33Z
5636623,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:31Z
5636625,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:31Z
5636628,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:11Z
5636630,TheDutchMan13,1330847,3,49088626,2017-05-30T01:01:11Z
5636671,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:32Z
5636674,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:32Z
5636676,Dr Kludge,292665,6,45821085,2017-02-05T05:17:08Z
5636678,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:32Z
5636680,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:33Z
5636687,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:33Z
5636691,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:33Z
5636693,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:33Z
5636695,Юкатан,3885962,15,51161481,2017-08-16T07:44:50Z
5636763,TheDutchMan13,1330847,13,35425203,2015-11-19T01:08:52Z
5636768,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:33Z
5636769,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:27Z
5636772,TheDutchMan13,1330847,19,49092404,2017-05-30T05:46:33Z
5636773,TheDutchMan13,1330847,10,49092404,2017-05-30T05:46:34Z
5636775,Dr Kludge,292665,10,37812731,2016-03-14T06:10:50Z
5636777,TheDutchMan13,1330847,14,49088626,2017-05-30T01:01:11Z
5636780,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:34Z
5636782,TheDutchMan13,1330847,9,49088626,2017-05-30T01:01:12Z
5636842,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:28Z
5636844,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:28Z
5636847,TheDutchMan13,1330847,7,49091589,2017-05-30T04:58:28Z
5637056,TheDutchMan13,1330847,9,49091589,2017-05-30T04:58:29Z
5637083,TheDutchMan13,1330847,4,49094523,2017-05-30T07:17:57Z
5637111,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:30Z
5637117,TheDutchMan13,1330847,4,49091589,2017-05-30T04:58:30Z
5637140,Юкатан,3885962,15,51106113,2017-08-14T10:12:35Z
5637173,TheDutchMan13,1330847,8,49088626,2017-05-30T01:01:12Z
5637174,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:36Z
5637176,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:36Z
5637376,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:36Z
5637380,calfarome,2511706,6,33484995,2015-08-21T14:35:11Z
5637382,Dr Kludge,292665,5,35501922,2015-11-22T04:23:22Z
5637385,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:37Z
5637394,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:13Z
5637397,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:14Z
5637423,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:14Z
5637424,TheDutchMan13,1330847,4,49088626,2017-05-30T01:01:14Z
5637425,lukas64,4373087,5,49403815,2017-06-09T17:46:11Z
5637459,SimMoonXP,3392,2,13781083,2012-11-07T02:55:57Z
5637508,TheDutchMan13,1330847,5,31170043,2015-05-15T12:00:31Z
5637513,TheDutchMan13,1330847,10,49089784,2017-05-30T02:40:30Z
5637527,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:33Z
5637533,TheDutchMan13,1330847,8,49091589,2017-05-30T04:58:33Z
5637535,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:33Z
5637536,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:33Z
5637537,TheDutchMan13,1330847,11,49088626,2017-05-30T01:01:15Z
5637538,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:34Z
5637539,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:34Z
5637540,TheDutchMan13,1330847,10,49091589,2017-05-30T04:58:34Z
5637541,TheDutchMan13,1330847,13,49088626,2017-05-30T01:01:16Z
5637544,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:16Z
5637545,TheDutchMan13,1330847,7,49091589,2017-05-30T04:58:34Z
5637547,TheDutchMan13,1330847,11,49088626,2017-05-30T01:01:16Z
5637550,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:16Z
5637551,Dr Kludge,292665,6,15960603,2013-05-03T13:33:33Z
5637561,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:37Z
5637563,TheDutchMan13,1330847,6,33536549,2015-08-24T03:37:38Z
5637564,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:37Z
5637565,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:37Z
5637580,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:37Z
5637612,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:16Z
5637613,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:17Z
5637614,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:17Z
5637616,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:17Z
5637617,jfuredy,32890,4,5973952,2010-10-06T22:03:25Z
5637664,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:38Z
5637667,TheDutchMan13,1330847,7,49094523,2017-05-30T07:17:59Z
5637671,Dr Kludge,292665,6,40993555,2016-07-24T15:42:33Z
5637710,TheDutchMan13,1330847,4,49094523,2017-05-30T07:18:00Z
5637718,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:38Z
5637719,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:38Z
5637736,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:31Z
5637737,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:31Z
5637835,TheDutchMan13,1330847,3,49092404,2017-05-30T05:46:39Z
5637836,TheDutchMan13,1330847,11,49092404,2017-05-30T05:46:39Z
5637837,TheDutchMan13,1330847,8,49092404,2017-05-30T05:46:40Z
5637838,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:40Z
5637839,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:40Z
5637842,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:18Z
5637843,bogdanp_telenav,4433679,9,52036557,2017-09-14T12:53:34Z
5637844,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:18Z
5637845,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:32Z
5637853,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:19Z
5637870,TheDutchMan13,1330847,3,31169427,2015-05-15T11:38:28Z
5637872,TheDutchMan13,1330847,2,31169427,2015-05-15T11:38:29Z
5637932,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:40Z
5637934,TheDutchMan13,1330847,6,49094523,2017-05-30T07:18:01Z
5637936,Dr Kludge,292665,5,48266458,2017-04-29T20:29:00Z
5637938,TheDutchMan13,1330847,5,49094523,2017-05-30T07:18:01Z
5637939,Dr Kludge,292665,4,48266458,2017-04-29T20:29:00Z
5637941,TheDutchMan13,1330847,4,49094523,2017-05-30T07:18:01Z
5637942,TheDutchMan13,1330847,6,49094523,2017-05-30T07:18:02Z
5637944,TheDutchMan13,1330847,4,49094523,2017-05-30T07:18:02Z
5637948,TheDutchMan13,1330847,4,49094523,2017-05-30T07:18:02Z
5637950,TheDutchMan13,1330847,4,49094523,2017-05-30T07:18:02Z
5637952,TheDutchMan13,1330847,13,49094523,2017-05-30T07:18:02Z
5637953,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:41Z
5637956,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:41Z
5637958,TheDutchMan13,1330847,5,49094523,2017-05-30T07:18:02Z
5637959,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:41Z
5637964,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:41Z
5637968,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:19Z
5637992,TheDutchMan13,1330847,11,49088626,2017-05-30T01:01:20Z
5637996,TheDutchMan13,1330847,19,49088626,2017-05-30T01:01:20Z
5637998,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:20Z
5638000,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:41Z
5638001,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:41Z
5638005,Dr Kludge,292665,8,41039456,2016-07-26T14:27:57Z
5638016,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:37Z
5638030,TheDutchMan13,1330847,8,49088626,2017-05-30T01:01:21Z
5638031,Dr Kludge,292665,6,41314604,2016-08-08T01:47:40Z
5638083,Bike Mapper,74705,6,19620743,2013-12-24T17:19:09Z
5638085,Dr Kludge,292665,11,45811624,2017-02-04T18:03:43Z
5638119,TheDutchMan13,1330847,7,49089784,2017-05-30T02:40:32Z
5638164,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:44Z
5638167,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:44Z
5638169,TheDutchMan13,1330847,4,49092404,2017-05-30T05:46:44Z
5638175,TheDutchMan13,1330847,5,31171998,2015-05-15T12:42:18Z
5638190,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:33Z
5638192,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:33Z
5638194,TheDutchMan13,1330847,5,49089784,2017-05-30T02:40:33Z
5638205,TheDutchMan13,1330847,6,49092404,2017-05-30T05:46:44Z
5638282,adenium,4111,4,10909895,2012-03-08T15:14:04Z
5638283,adenium,4111,3,10909895,2012-03-08T15:14:04Z
5638309,TheDutchMan13,1330847,6,49089784,2017-05-30T02:40:36Z
5638333,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:22Z
5638334,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:22Z
5638335,Dr Kludge,292665,6,45810666,2017-02-04T17:19:34Z
5638336,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:22Z
5638338,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:23Z
5638339,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:23Z
5638346,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:23Z
5638435,TheDutchMan13,1330847,6,49091589,2017-05-30T04:58:41Z
5638436,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:41Z
5638437,TheDutchMan13,1330847,5,49091589,2017-05-30T04:58:41Z
5638438,TheDutchMan13,1330847,7,49091589,2017-05-30T04:58:41Z
5638439,TheDutchMan13,1330847,7,49091589,2017-05-30T04:58:41Z
5638550,TheDutchMan13,1330847,5,49092404,2017-05-30T05:46:45Z
5638552,TheDutchMan13,1330847,5,49088626,2017-05-30T01:01:26Z
5638553,TheDutchMan13,1330847,12,49088626,2017-05-30T01:01:26Z
5638554,TheDutchMan13,1330847,6,49088626,2017-05-30T01:01:26Z
5638585,TheDutchMan13,1330847,7,49088626,2017-05-30T01:01:27Z
